"avg_both_sexes","largest_male_increase","num_male_increase","frac_male_increase","num_female_increase","frac_female_increase","num_f_increase_m_decrease"
17.9604732970899,"Loving County",1993,0.637352094659418,2581,0.825391749280461,786
