"state","location","any_both_sexes_2002","any_females_2002","any_males_2002","any_both_sexes_2003","any_females_2003","any_males_2003","any_both_sexes_2004","any_females_2004","any_males_2004","any_both_sexes_2005","any_females_2005","any_males_2005","any_both_sexes_2006","any_females_2006","any_males_2006","any_both_sexes_2007","any_females_2007","any_males_2007","any_both_sexes_2008","any_females_2008","any_males_2008","any_both_sexes_2009","any_females_2009","any_males_2009","any_both_sexes_2010","any_females_2010","any_males_2010","any_both_sexes_2011","any_females_2011","any_males_2011","any_both_sexes_2012","any_females_2012","any_males_2012"
"District Of Columbia","District Of Columbia",61.9,54.6,69.5,63.4,56.6,70.5,61.7,54.3,69.4,62.9,55.9,70.2,62.9,55.4,70.7,64.6,57.3,72.1,65.1,57.9,72.6,65.6,59,72.4,64.9,58.5,71.6,66.3,60.3,72.6,65.1,58.3,72.1
